Data as of,Start Date,End Date,Group,Year,Month,MMWR Week,Week Ending Date,State,COVID-19 Deaths,Total Deaths,Percent of Expected Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
10/24/24,10/4/20,10/10/20,By Week,2020,,41,10/10/20,New York,51,2093,112,163,18,,197,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/11/20,10/17/20,By Week,2020,,42,10/17/20,New York,59,1940,102,130,18,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/18/20,10/24/20,By Week,2020,,43,10/24/20,New York,69,1900,100,138,19,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/25/20,10/31/20,By Week,2020,,44,10/31/20,New York,91,2010,106,143,37,,199,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/1/20,11/7/20,By Week,2020,,45,11/7/20,New York,94,2163,112,200,30,,265,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/8/20,11/14/20,By Week,2020,,46,11/14/20,New York,166,2064,107,191,61,,296,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/15/20,11/21/20,By Week,2020,,47,11/21/20,New York,219,2187,111,208,73,,355,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/22/20,11/28/20,By Week,2020,,48,11/28/20,New York,343,2305,116,256,136,,465,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/29/20,12/5/20,By Week,2020,,49,12/5/20,New York,412,2409,121,286,157,,543,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/6/20,12/12/20,By Week,2020,,50,12/12/20,New York,599,2639,133,359,229,,729,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/13/20,12/19/20,By Week,2020,,51,12/19/20,New York,774,2778,135,440,284,0,930,
10/24/24,12/20/20,12/26/20,By Week,2020,,52,12/26/20,New York,844,2930,143,482,332,,995,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/27/20,1/2/21,By Week,2020/2021,,53,1/2/21,New York,899,2924,142,476,343,,1033,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/3/21,1/9/21,By Week,2021,,1,1/9/21,New York,1044,3042,140,584,428,0,1200,
10/24/24,1/10/21,1/16/21,By Week,2021,,2,1/16/21,New York,1063,3179,144,565,420,,1211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/17/21,1/23/21,By Week,2021,,3,1/23/21,New York,975,2962,140,524,379,,1121,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/24/21,1/30/21,By Week,2021,,4,1/30/21,New York,847,2845,131,509,372,,984,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/31/21,2/6/21,By Week,2021,,5,2/6/21,New York,782,2830,137,472,345,0,909,
10/24/24,2/7/21,2/13/21,By Week,2021,,6,2/13/21,New York,627,2506,118,410,273,,765,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/14/21,2/20/21,By Week,2021,,7,2/20/21,New York,506,2460,119,364,228,,643,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/21/21,2/27/21,By Week,2021,,8,2/27/21,New York,378,2358,113,279,165,0,492,
10/24/24,2/28/21,3/6/21,By Week,2021,,9,3/6/21,New York,320,2197,108,296,163,,454,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/7/21,3/13/21,By Week,2021,,10,3/13/21,New York,268,2173,105,234,108,0,394,
10/24/24,3/14/21,3/20/21,By Week,2021,,11,3/20/21,New York,253,2113,106,248,118,0,383,
10/24/24,3/21/21,3/27/21,By Week,2021,,12,3/27/21,New York,232,2118,105,216,98,0,350,
10/24/24,3/28/21,4/3/21,By Week,2021,,13,4/3/21,New York,208,2002,101,194,96,0,306,
10/24/24,4/4/21,4/10/21,By Week,2021,,14,4/10/21,New York,215,2122,109,222,106,0,331,
10/24/24,4/11/21,4/17/21,By Week,2021,,15,4/17/21,New York,232,2023,103,215,109,0,338,
10/24/24,4/18/21,4/24/21,By Week,2021,,16,4/24/21,New York,230,2046,106,234,117,0,347,
10/24/24,4/25/21,5/1/21,By Week,2021,,17,5/1/21,New York,164,2033,107,193,71,,287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/2/21,5/8/21,By Week,2021,,18,5/8/21,New York,162,1967,103,212,73,0,301,
10/24/24,5/9/21,5/15/21,By Week,2021,,19,5/15/21,New York,113,1930,107,178,57,0,234,
10/24/24,5/16/21,5/22/21,By Week,2021,,20,5/22/21,New York,112,2040,112,172,46,0,238,
10/24/24,5/23/21,5/29/21,By Week,2021,,21,5/29/21,New York,99,1912,103,148,45,,203,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/30/21,6/5/21,By Week,2021,,22,6/5/21,New York,80,1965,112,177,41,0,216,
10/24/24,6/6/21,6/12/21,By Week,2021,,23,6/12/21,New York,67,1851,101,145,30,0,182,
10/24/24,6/13/21,6/19/21,By Week,2021,,24,6/19/21,New York,42,1827,99,123,18,,148,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/20/21,6/26/21,By Week,2021,,25,6/26/21,New York,52,1828,100,124,22,0,154,
10/24/24,6/27/21,7/3/21,By Week,2021,,26,7/3/21,New York,27,1876,102,120,13,0,134,
10/24/24,7/4/21,7/10/21,By Week,2021,,27,7/10/21,New York,29,1894,103,141,17,0,153,
10/24/24,7/11/21,7/17/21,By Week,2021,,28,7/17/21,New York,24,1850,104,149,10,0,163,
10/24/24,7/18/21,7/24/21,By Week,2021,,29,7/24/21,New York,26,1950,107,118,,0,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/25/21,7/31/21,By Week,2021,,30,7/31/21,New York,35,1896,107,128,,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/1/21,8/7/21,By Week,2021,,31,8/7/21,New York,43,2048,115,142,19,0,166,
10/24/24,8/8/21,8/14/21,By Week,2021,,32,8/14/21,New York,81,2095,118,169,35,0,215,
10/24/24,8/15/21,8/21/21,By Week,2021,,33,8/21/21,New York,120,1982,110,190,60,0,250,
10/24/24,8/22/21,8/28/21,By Week,2021,,34,8/28/21,New York,142,2052,116,206,72,,277,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/29/21,9/4/21,By Week,2021,,35,9/4/21,New York,167,2015,113,204,90,0,281,
10/24/24,9/5/21,9/11/21,By Week,2021,,36,9/11/21,New York,170,2123,119,234,88,0,316,
10/24/24,9/12/21,9/18/21,By Week,2021,,37,9/18/21,New York,221,2220,126,254,112,0,363,
10/24/24,9/19/21,9/25/21,By Week,2021,,38,9/25/21,New York,211,2100,117,233,91,0,353,
10/24/24,9/26/21,10/2/21,By Week,2021,,39,10/2/21,New York,223,2241,122,234,119,0,338,
10/24/24,10/3/21,10/9/21,By Week,2021,,40,10/9/21,New York,209,2310,125,248,101,0,356,
10/24/24,10/10/21,10/16/21,By Week,2021,,41,10/16/21,New York,222,2172,116,235,109,,349,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/17/21,10/23/21,By Week,2021,,42,10/23/21,New York,243,2213,116,254,121,,377,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,10/24/21,10/30/21,By Week,2021,,43,10/30/21,New York,236,2189,115,253,105,0,384,
10/24/24,10/31/21,11/6/21,By Week,2021,,44,11/6/21,New York,232,2230,117,244,119,0,357,
10/24/24,11/7/21,11/13/21,By Week,2021,,45,11/13/21,New York,222,2349,122,251,108,,366,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,11/14/21,11/20/21,By Week,2021,,46,11/20/21,New York,222,2321,120,257,107,0,372,
10/24/24,11/21/21,11/27/21,By Week,2021,,47,11/27/21,New York,276,2446,124,279,131,0,424,
10/24/24,11/28/21,12/4/21,By Week,2021,,48,12/4/21,New York,362,2458,124,344,181,0,525,
10/24/24,12/5/21,12/11/21,By Week,2021,,49,12/11/21,New York,423,2589,130,346,196,,575,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/12/21,12/18/21,By Week,2021,,50,12/18/21,New York,413,2455,124,338,193,,561,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/19/21,12/25/21,By Week,2021,,51,12/25/21,New York,436,2531,123,375,219,,593,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,12/26/21,1/1/22,By Week,2021/2022,,52,1/1/22,New York,483,2637,128,391,231,,646,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/2/22,1/8/22,By Week,2022,,1,1/8/22,New York,640,2761,127,440,284,10,806,
10/24/24,1/9/22,1/15/22,By Week,2022,,2,1/15/22,New York,730,2931,133,463,310,,885,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/16/22,1/22/22,By Week,2022,,3,1/22/22,New York,766,2933,139,476,310,,933,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/23/22,1/29/22,By Week,2022,,4,1/29/22,New York,666,2727,126,397,275,,792,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,1/30/22,2/5/22,By Week,2022,,5,2/5/22,New York,546,2665,129,397,251,,694,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,2/6/22,2/12/22,By Week,2022,,6,2/12/22,New York,400,2464,116,322,175,0,547,
10/24/24,2/13/22,2/19/22,By Week,2022,,7,2/19/22,New York,296,2245,109,248,116,0,428,
10/24/24,2/20/22,2/26/22,By Week,2022,,8,2/26/22,New York,190,2078,99,207,78,0,319,
10/24/24,2/27/22,3/5/22,By Week,2022,,9,3/5/22,New York,166,2092,103,207,67,0,306,
10/24/24,3/6/22,3/12/22,By Week,2022,,10,3/12/22,New York,126,2144,103,180,46,,261,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/13/22,3/19/22,By Week,2022,,11,3/19/22,New York,80,2001,100,150,32,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/20/22,3/26/22,By Week,2022,,12,3/26/22,New York,72,1975,98,157,26,,206,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,3/27/22,4/2/22,By Week,2022,,13,4/2/22,New York,70,1985,101,161,25,,207,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/3/22,4/9/22,By Week,2022,,14,4/9/22,New York,64,2060,106,162,16,,216,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/10/22,4/16/22,By Week,2022,,15,4/16/22,New York,53,1943,98,154,15,,194,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/17/22,4/23/22,By Week,2022,,16,4/23/22,New York,86,1950,101,162,32,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,4/24/22,4/30/22,By Week,2022,,17,4/30/22,New York,114,2059,108,172,37,,255,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/1/22,5/7/22,By Week,2022,,18,5/7/22,New York,123,2053,108,175,39,,268,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/8/22,5/14/22,By Week,2022,,19,5/14/22,New York,176,2221,123,184,43,,322,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/15/22,5/21/22,By Week,2022,,20,5/21/22,New York,138,1955,107,162,36,,271,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/22/22,5/28/22,By Week,2022,,21,5/28/22,New York,134,1988,107,160,43,,252,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,5/29/22,6/4/22,By Week,2022,,22,6/4/22,New York,118,1974,112,148,41,,227,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/5/22,6/11/22,By Week,2022,,23,6/11/22,New York,94,1911,104,142,33,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/12/22,6/18/22,By Week,2022,,24,6/18/22,New York,86,1968,106,153,29,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,6/19/22,6/25/22,By Week,2022,,25,6/25/22,New York,77,1951,107,159,28,0,208,
10/24/24,6/26/22,7/2/22,By Week,2022,,26,7/2/22,New York,78,1983,108,122,18,,183,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/3/22,7/9/22,By Week,2022,,27,7/9/22,New York,68,1867,101,146,24,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/10/22,7/16/22,By Week,2022,,28,7/16/22,New York,76,1956,110,151,19,,208,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/17/22,7/23/22,By Week,2022,,29,7/23/22,New York,95,1971,108,135,28,,204,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/24/22,7/30/22,By Week,2022,,30,7/30/22,New York,110,1975,112,156,30,,237,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,7/31/22,8/6/22,By Week,2022,,31,8/6/22,New York,97,1930,108,150,34,0,213,
10/24/24,8/7/22,8/13/22,By Week,2022,,32,8/13/22,New York,95,2010,113,150,34,0,211,
10/24/24,8/14/22,8/20/22,By Week,2022,,33,8/20/22,New York,91,2042,113,139,22,,209,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,8/21/22,8/27/22,By Week,2022,,34,8/27/22,New York,89,1921,108,149,28,0,210,
10/24/24,8/28/22,9/3/22,By Week,2022,,35,9/3/22,New York,97,1944,109,134,21,,211,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/4/22,9/10/22,By Week,2022,,36,9/10/22,New York,108,1945,109,141,25,,225,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
10/24/24,9/11/22,9/17/22,By Week,2022,,37,9/17/22,New York,91,2008,114,146,26,0,211,
10/24/24,9/18/22,9/24/22,By Week,2022,,38,9/24/22,New York,89,1954,109,162,28,,224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
